,COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,SIMILARITY
796,20071,0.135,0.131,0.181,0.229,0.32299999999999995,0.11824550731423165
797,26027,0.046,0.076,0.123,0.274,0.48,0.11833004690272035
798,47169,0.112,0.063,0.241,0.133,0.452,0.1184736257569591
799,1059,0.065,0.071,0.223,0.156,0.484,0.11875184209097557
800,27083,0.134,0.075,0.242,0.21,0.339,0.11875605247733692
801,17081,0.122,0.126,0.08,0.279,0.393,0.11880656547514536
802,47135,0.18,0.14800000000000002,0.13699999999999998,0.159,0.376,0.1189579757729594
803,29111,0.16399999999999998,0.109,0.177,0.23,0.32,0.11907560623402255
804,54035,0.111,0.055,0.097,0.21600000000000005,0.522,0.11908820260630355
805,13259,0.055,0.092,0.133,0.203,0.517,0.11911758896149638
806,5097,0.081,0.095,0.136,0.166,0.521,0.11915536076903972
807,21089,0.092,0.101,0.236,0.228,0.342,0.11916375287812984
808,40007,0.153,0.154,0.085,0.223,0.384,0.11922248110151035
809,55107,0.095,0.135,0.106,0.168,0.496,0.11922667486766544
810,5125,0.066,0.044,0.154,0.212,0.524,0.1194110547646239
811,40067,0.084,0.108,0.163,0.14,0.505,0.1195867885679685
813,40019,0.128,0.16899999999999998,0.138,0.213,0.35100000000000003,0.1196327714299054
814,48417,0.061,0.099,0.14,0.183,0.518,0.11973303637676615
815,1061,0.17600000000000002,0.131,0.08900000000000001,0.158,0.445,0.11974138799930455
816,20117,0.048,0.049,0.233,0.263,0.407,0.119895788082818
817,55055,0.114,0.093,0.096,0.179,0.518,0.12002083152519817
818,29169,0.208,0.103,0.16,0.175,0.354,0.1200541544470661
819,45027,0.083,0.147,0.128,0.157,0.486,0.1200833044182246
820,19165,0.099,0.059,0.182,0.145,0.516,0.12008330441822462
821,18011,0.052000000000000005,0.085,0.142,0.308,0.413,0.12012909722461085
822,13237,0.059,0.093,0.118,0.214,0.516,0.1202123121814068
823,55079,0.053,0.067,0.119,0.264,0.4970000000000001,0.12028715642162305
824,22097,0.064,0.105,0.117,0.199,0.515,0.12029546957387885
825,48381,0.063,0.063,0.109,0.274,0.491,0.1203536455617361
826,42065,0.083,0.046,0.142,0.197,0.531,0.12045746137122434
827,12131,0.092,0.06,0.092,0.244,0.512,0.12047821379818012
828,29131,0.2,0.126,0.13699999999999998,0.147,0.39,0.12051141024815865
829,20003,0.189,0.063,0.13699999999999998,0.267,0.344,0.12052800504447088
830,21053,0.096,0.115,0.248,0.165,0.375,0.12069797015691687
831,40001,0.105,0.068,0.258,0.213,0.35600000000000004,0.12080976781701053
832,29063,0.14400000000000002,0.133,0.159,0.241,0.32299999999999995,0.12084287318663027
833,18083,0.158,0.125,0.121,0.259,0.338,0.12094626906192685
834,55013,0.097,0.163,0.08199999999999999,0.236,0.422,0.12097520407091696
835,45021,0.08800000000000001,0.083,0.121,0.179,0.528,0.12117755567760892
836,31003,0.198,0.096,0.191,0.161,0.354,0.12123943252918995
837,22081,0.068,0.081,0.135,0.189,0.527,0.12140428328522848
838,19061,0.037000000000000005,0.155,0.189,0.189,0.43,0.12148662477820348
839,48315,0.076,0.067,0.118,0.211,0.528,0.12164292005702596
840,19163,0.075,0.027000000000000003,0.126,0.277,0.494,0.1219015996613662
841,17069,0.163,0.07200000000000001,0.235,0.191,0.34,0.12192620719107107
842,54081,0.087,0.083,0.257,0.14800000000000002,0.426,0.1220409767250328
843,1019,0.135,0.027000000000000003,0.161,0.158,0.52,0.12209013064126027
844,5093,0.033,0.109,0.134,0.284,0.44,0.12212698309546502
845,40057,0.105,0.158,0.16,0.239,0.338,0.12214335839496147
846,30099,0.134,0.17600000000000002,0.147,0.152,0.391,0.12215154522149935
847,54061,0.046,0.077,0.139,0.221,0.517,0.12217610240959564
848,39121,0.109,0.17600000000000002,0.139,0.219,0.35700000000000004,0.12220065466273082
849,13031,0.053,0.049,0.163,0.31,0.424,0.12231925441237775
850,17085,0.034,0.104,0.22,0.17800000000000002,0.465,0.12236829654775785
851,48265,0.059,0.149,0.16699999999999998,0.154,0.472,0.12240098038823055
852,39135,0.045,0.146,0.18600000000000005,0.248,0.375,0.12242957159118055
853,20033,0.112,0.14400000000000002,0.128,0.271,0.34600000000000003,0.12270289320142372
854,18133,0.075,0.162,0.204,0.194,0.366,0.12284136111261547
855,47077,0.127,0.107,0.156,0.282,0.327,0.12292273996295393
856,29043,0.13,0.113,0.053,0.253,0.451,0.1230243878261542
857,47029,0.197,0.118,0.08199999999999999,0.171,0.431,0.12329639086364205
858,54097,0.131,0.039,0.077,0.278,0.475,0.12343824366864592
859,40015,0.013,0.111,0.194,0.239,0.444,0.12354756169184401
860,46045,0.217,0.08800000000000001,0.15,0.197,0.348,0.12359207094308275
861,20185,0.041,0.125,0.109,0.252,0.472,0.12365273955719708
862,40021,0.099,0.121,0.212,0.24,0.327,0.1237174199536993
863,19041,0.224,0.035,0.112,0.189,0.441,0.12382245353731285
864,28037,0.087,0.112,0.154,0.138,0.509,0.12382649151130788
865,46079,0.11,0.14400000000000002,0.183,0.237,0.326,0.12385071659057932
866,56039,0.095,0.157,0.16,0.247,0.34,0.12385475364312827
867,29127,0.17800000000000002,0.093,0.212,0.185,0.332,0.12385879056409355
868,26053,0.039,0.064,0.139,0.257,0.501,0.12393950137062842
869,19013,0.032,0.053,0.18,0.289,0.447,0.124
870,48289,0.08900000000000001,0.078,0.111,0.192,0.531,0.12400000000000005
871,29049,0.066,0.103,0.106,0.209,0.517,0.12404837765968567
872,30043,0.158,0.111,0.076,0.16899999999999998,0.487,0.12412896519346325
873,55111,0.063,0.163,0.113,0.193,0.468,0.12417326604386307
874,55075,0.093,0.104,0.066,0.258,0.479,0.12431009613060398
875,16061,0.027000000000000003,0.073,0.157,0.285,0.459,0.12431411826498225
876,40091,0.085,0.057,0.265,0.221,0.373,0.12431411826498227
877,51005,0.145,0.034,0.123,0.174,0.525,0.12435433245367855
878,17203,0.062,0.067,0.112,0.242,0.517,0.12446284586172697
879,39007,0.14400000000000002,0.008,0.099,0.257,0.4920000000000001,0.12459133196173805
880,40101,0.063,0.08800000000000001,0.262,0.198,0.388,0.1246033707409234
881,29017,0.097,0.152,0.132,0.268,0.35,0.12463546846704596
882,48275,0.063,0.105,0.184,0.145,0.502,0.12469161960613072
883,20099,0.168,0.123,0.091,0.147,0.471,0.12471968569556295
884,21033,0.059,0.067,0.26,0.177,0.438,0.12472369462135093
885,47127,0.173,0.101,0.17600000000000002,0.235,0.316,0.12480384609458155
886,13035,0.125,0.037000000000000005,0.14400000000000002,0.163,0.53,0.124899959967968
887,5127,0.155,0.14,0.124,0.123,0.458,0.12492797925204745
888,46119,0.084,0.031,0.128,0.228,0.528,0.12499599993599797
889,18153,0.127,0.071,0.077,0.207,0.517,0.12503599481749247
890,29123,0.08199999999999999,0.124,0.092,0.29600000000000004,0.406,0.1250719792759354
891,29045,0.154,0.138,0.165,0.223,0.32,0.12523178510266472
892,5047,0.149,0.079,0.245,0.187,0.34,0.1252477544708886
893,37009,0.149,0.026,0.083,0.287,0.455,0.1252717047062105
894,19049,0.036000000000000004,0.102,0.118,0.26,0.485,0.12533953885346796
895,47133,0.12,0.131,0.228,0.128,0.393,0.12540733630852702
896,21183,0.064,0.145,0.109,0.19,0.4920000000000001,0.12545517127643646
897,55089,0.076,0.113,0.091,0.3,0.42,0.12551892287619426
898,31089,0.113,0.134,0.234,0.154,0.365,0.12555875118843768
899,47143,0.096,0.154,0.113,0.154,0.483,0.12559060474414474
900,48197,0.042,0.116,0.237,0.223,0.381,0.125690095075149
901,27055,0.07200000000000001,0.08,0.086,0.28300000000000003,0.478,0.12569805089976538
902,18139,0.133,0.118,0.063,0.279,0.408,0.12576963067449948
903,20005,0.13699999999999998,0.122,0.16899999999999998,0.256,0.316,0.12586103447850727
904,31079,0.048,0.114,0.103,0.284,0.451,0.12594046212397347
905,19051,0.038,0.101,0.249,0.201,0.411,0.12594840213357214
906,5037,0.097,0.017,0.163,0.319,0.404,0.1259642806513021
907,1055,0.096,0.103,0.17800000000000002,0.122,0.501,0.12602777471652826
908,28151,0.138,0.084,0.16399999999999998,0.114,0.5,0.12607537428062626
909,30073,0.123,0.175,0.17,0.142,0.39,0.12609123680890752
910,51063,0.079,0.063,0.092,0.256,0.51,0.1261388124250423
911,55135,0.076,0.069,0.206,0.14300000000000002,0.506,0.12616259350536513
912,48347,0.094,0.06,0.097,0.221,0.528,0.1261705195360628
913,20111,0.113,0.111,0.133,0.3,0.344,0.12621410380777578
914,8007,0.041,0.041,0.155,0.276,0.488,0.12626163312740732
915,45075,0.135,0.056,0.111,0.16899999999999998,0.529,0.12636850873536495
916,13187,0.035,0.086,0.13,0.245,0.504,0.12637642185154635
917,28115,0.06,0.113,0.114,0.197,0.516,0.1263843344722755
918,28141,0.07200000000000001,0.179,0.155,0.225,0.37,0.12642784503423285
919,48449,0.019,0.117,0.191,0.264,0.409,0.12646343345014796
920,21175,0.133,0.116,0.071,0.182,0.498,0.12647924730958832
921,30101,0.138,0.165,0.17800000000000002,0.135,0.384,0.12651086909827156
922,45069,0.155,0.027000000000000003,0.153,0.149,0.515,0.12654643416548728
923,29007,0.11,0.078,0.203,0.281,0.327,0.12659383871263244
924,19129,0.064,0.084,0.091,0.281,0.481,0.12665701717630973
925,29041,0.117,0.141,0.084,0.278,0.38,0.12670832648251654
926,26015,0.043,0.121,0.121,0.211,0.504,0.12688183479127346
927,39129,0.067,0.087,0.092,0.244,0.51,0.12689759650994184
928,37005,0.153,0.067,0.067,0.21,0.504,0.12694093114515906
929,19095,0.027000000000000003,0.149,0.135,0.239,0.45,0.12721242077721814
930,20079,0.075,0.058,0.121,0.32299999999999995,0.423,0.1272360011946304
931,28107,0.061,0.158,0.113,0.269,0.399,0.12747156545677155
932,21065,0.08199999999999999,0.151,0.09,0.275,0.402,0.12767536959022285
933,8029,0.087,0.094,0.07400000000000001,0.295,0.45,0.12769886452118515
934,13115,0.18600000000000005,0.036000000000000004,0.234,0.14800000000000002,0.395,0.1277419273378948
935,37095,0.133,0.03,0.08,0.259,0.498,0.12774584141959378
936,20061,0.05,0.068,0.113,0.27,0.499,0.1278475654832739
937,12029,0.071,0.095,0.119,0.318,0.397,0.1278944877623739
938,18135,0.128,0.13,0.228,0.179,0.336,0.12792185114357904
939,40141,0.042,0.142,0.11,0.225,0.48,0.1280781011726829
940,40031,0.054000000000000006,0.179,0.127,0.226,0.413,0.1280859086707043
941,20037,0.108,0.14300000000000002,0.118,0.139,0.4920000000000001,0.1281132311668081
942,21137,0.172,0.054000000000000006,0.093,0.172,0.509,0.12814444974324873
943,27001,0.187,0.115,0.075,0.247,0.375,0.1282575533838066
944,47175,0.145,0.147,0.147,0.239,0.32299999999999995,0.12833549781724465
945,29051,0.087,0.185,0.107,0.187,0.434,0.12833939379629314
946,18127,0.05,0.1,0.108,0.231,0.512,0.12837445228704972
947,27041,0.099,0.17800000000000002,0.14800000000000002,0.225,0.35,0.12841728855570814
948,21223,0.134,0.172,0.135,0.217,0.342,0.12857293649909374
949,16001,0.118,0.078,0.084,0.194,0.526,0.12866623488701304
950,55047,0.092,0.122,0.184,0.117,0.486,0.12867012085173465
951,55133,0.071,0.165,0.145,0.258,0.361,0.12868954891520912
952,48423,0.108,0.091,0.104,0.168,0.529,0.12874393189583735
953,39063,0.076,0.127,0.122,0.302,0.373,0.12875946567146046
954,46027,0.091,0.17800000000000002,0.116,0.243,0.373,0.12881770064707726
955,54051,0.075,0.095,0.077,0.256,0.4970000000000001,0.12882934448331254
956,28045,0.063,0.09,0.08900000000000001,0.254,0.503,0.1288875478857442
957,17025,0.062,0.115,0.145,0.306,0.3720000000000001,0.1289147004805891
958,5085,0.048,0.045,0.136,0.297,0.474,0.12895347998406245
959,29213,0.053,0.079,0.214,0.155,0.499,0.1291007358615744
960,20101,0.197,0.075,0.197,0.204,0.326,0.1291588169657805
961,37011,0.096,0.01,0.212,0.173,0.509,0.12919365309487926
962,48063,0.017,0.064,0.213,0.235,0.471,0.12920139318134308
963,21217,0.073,0.073,0.111,0.21,0.5329999999999999,0.12924782396620835
964,21205,0.159,0.097,0.047,0.231,0.467,0.12925169244539894
965,47097,0.064,0.094,0.191,0.142,0.508,0.12926716520447104
966,29005,0.09,0.14400000000000002,0.097,0.287,0.382,0.12930197214273262
967,37023,0.091,0.056,0.124,0.189,0.54,0.12933290377935544
968,20203,0.173,0.112,0.184,0.219,0.313,0.12943724348115576
969,22083,0.066,0.08,0.126,0.194,0.534,0.12945655641951864
970,19015,0.09,0.08,0.1,0.197,0.5329999999999999,0.12948745112944338
971,29009,0.106,0.06,0.256,0.235,0.343,0.12962638620280986
972,40029,0.075,0.12,0.105,0.307,0.394,0.1296688088940436
973,28095,0.087,0.064,0.139,0.171,0.539,0.12969579792730376
974,27079,0.055,0.168,0.147,0.254,0.377,0.1297073629367277
975,17095,0.035,0.031,0.194,0.246,0.494,0.12971892691508052
976,22023,0.08900000000000001,0.127,0.079,0.201,0.505,0.1298075498574717
977,17065,0.138,0.179,0.1,0.21,0.373,0.12987301490301978
978,12037,0.022,0.101,0.237,0.228,0.412,0.12988841364802328
979,1013,0.102,0.053,0.257,0.13699999999999998,0.451,0.1299499903809154
980,40137,0.041,0.08800000000000001,0.21,0.28600000000000003,0.375,0.130034610777285
981,29157,0.032,0.102,0.156,0.302,0.408,0.13005767951182276
982,17129,0.102,0.047,0.138,0.172,0.54,0.13007690033207284
983,29205,0.142,0.14400000000000002,0.16,0.238,0.317,0.13022288585344746
984,13257,0.087,0.116,0.116,0.31,0.37,0.13040705502387515
985,28111,0.057,0.056,0.11,0.273,0.503,0.13040705502387515
986,8115,0.065,0.162,0.138,0.267,0.368,0.13041088911590168
987,18053,0.053,0.108,0.133,0.311,0.393,0.1304492238382429
988,49007,0.107,0.134,0.114,0.293,0.353,0.13048371545905646
989,47061,0.142,0.165,0.151,0.212,0.33,0.13061010680647955
990,39005,0.068,0.035,0.268,0.19,0.438,0.13064455595240088
991,22079,0.106,0.046,0.087,0.236,0.524,0.1306675170040359
992,39045,0.1,0.095,0.135,0.142,0.527,0.13069812546475182
993,46125,0.084,0.17600000000000002,0.115,0.251,0.375,0.13080519867344725
994,17083,0.07400000000000001,0.079,0.124,0.185,0.537,0.13098091464026354
995,55087,0.085,0.124,0.135,0.302,0.353,0.13101144988129854
996,46123,0.142,0.066,0.138,0.311,0.343,0.13102289876201031
997,46089,0.204,0.091,0.161,0.22,0.32299999999999995,0.13103434664239755
998,18149,0.177,0.151,0.08800000000000001,0.219,0.365,0.13114495796636635
999,12063,0.064,0.108,0.129,0.174,0.526,0.13117164327704373
1000,29089,0.076,0.096,0.107,0.191,0.531,0.13120213412898438
1001,26043,0.043,0.065,0.127,0.249,0.516,0.13126690367339364
1002,37133,0.039,0.039,0.159,0.254,0.509,0.13128975588369418
1003,29011,0.15,0.131,0.134,0.111,0.474,0.13144200241931803
1004,46065,0.091,0.027000000000000003,0.109,0.251,0.523,0.13153706701914866
1005,28089,0.029,0.043,0.184,0.242,0.502,0.1315408681741154
1006,37053,0.157,0.021,0.131,0.16699999999999998,0.524,0.13158647346897026
1007,8003,0.052000000000000005,0.133,0.094,0.228,0.493,0.13181426326464069
1008,31091,0.151,0.123,0.11,0.279,0.337,0.13182943525631896
1009,56009,0.138,0.113,0.121,0.293,0.335,0.13187494075828052
1011,8027,0.017,0.098,0.153,0.234,0.498,0.13201893803541975
1012,55039,0.121,0.155,0.158,0.244,0.322,0.13210223313782396
1013,21141,0.099,0.1,0.08,0.198,0.523,0.13221573280060134
1014,5019,0.08,0.091,0.08,0.231,0.518,0.1323518039166826
1015,1103,0.078,0.077,0.08199999999999999,0.304,0.459,0.13237446883746126
1016,54003,0.065,0.049,0.196,0.166,0.524,0.13241978704106122
1017,37047,0.179,0.043,0.113,0.155,0.511,0.1324462154989715
1018,28061,0.066,0.09,0.14400000000000002,0.16699999999999998,0.5329999999999999,0.13249528293490295
1019,26045,0.047,0.039,0.147,0.247,0.52,0.13269137123415375
1020,21041,0.155,0.171,0.12,0.208,0.34600000000000003,0.13278177585798434
1021,45025,0.117,0.079,0.14800000000000002,0.129,0.526,0.1327855413815827
1022,13253,0.073,0.079,0.202,0.135,0.51,0.13284577524332492
1023,37159,0.086,0.065,0.131,0.175,0.542,0.13284577524332494
1024,51167,0.08199999999999999,0.13699999999999998,0.212,0.24,0.329,0.13287211897158865
1025,21015,0.08,0.087,0.081,0.232,0.52,0.1329624007003484
1026,18181,0.056,0.177,0.194,0.189,0.384,0.132984961555809
1027,55051,0.04,0.052000000000000005,0.142,0.248,0.518,0.1331578011233289
1028,1115,0.027000000000000003,0.134,0.14400000000000002,0.2,0.495,0.13318032887780387
1029,13015,0.215,0.05,0.123,0.14300000000000002,0.47,0.13325914602758038
1030,22043,0.086,0.041,0.109,0.229,0.535,0.13329291053915812
1031,19093,0.153,0.094,0.246,0.128,0.38,0.13342413574762252
1032,31151,0.021,0.07,0.18600000000000005,0.217,0.507,0.1335140442050948
1033,48117,0.063,0.063,0.095,0.284,0.494,0.1335739495560418
1034,47079,0.092,0.09,0.264,0.207,0.34700000000000003,0.1335926644692739
1035,18085,0.073,0.147,0.08900000000000001,0.195,0.496,0.13359266446927393
1036,27043,0.078,0.158,0.163,0.261,0.34,0.13365253458127907
1037,1003,0.083,0.059,0.098,0.32299999999999995,0.436,0.13391041781728558
1038,40147,0.118,0.183,0.162,0.192,0.345,0.13392161886715676
1039,49005,0.09,0.108,0.08,0.31,0.411,0.13402238618977055
1040,13281,0.076,0.096,0.098,0.199,0.531,0.1340261168578722
1041,29217,0.16399999999999998,0.105,0.11,0.125,0.496,0.13406341782902598
1042,28109,0.05,0.124,0.08800000000000001,0.251,0.487,0.13411562175973388
1043,28113,0.116,0.092,0.106,0.155,0.531,0.1341156217597339
1044,45081,0.053,0.095,0.117,0.206,0.529,0.1341827112559588
1045,17075,0.097,0.168,0.069,0.242,0.424,0.13425721582097552
1046,31001,0.057,0.128,0.08900000000000001,0.29100000000000004,0.435,0.1344209805052768
1047,45023,0.151,0.065,0.055,0.23,0.5,0.13442470011125188
1048,27163,0.044,0.08800000000000001,0.103,0.262,0.503,0.134510222659841
1049,21135,0.057,0.081,0.21,0.29600000000000004,0.35700000000000004,0.13458826100369972
1050,39151,0.065,0.11,0.102,0.198,0.525,0.13462912017836262
1051,51185,0.062,0.104,0.264,0.16,0.41,0.13471080134866692
1052,18119,0.094,0.038,0.087,0.282,0.5,0.13478130434151467
1053,13025,0.047,0.129,0.15,0.16399999999999998,0.51,0.1349925923893604
1054,13247,0.058,0.078,0.115,0.21600000000000005,0.534,0.13500370365289988
1055,56013,0.16,0.062,0.06,0.294,0.424,0.13500740720419752
1056,22119,0.134,0.044,0.063,0.265,0.494,0.13506665021388514
1057,19073,0.116,0.141,0.235,0.153,0.354,0.13511476603243627
1058,26073,0.096,0.057,0.112,0.191,0.544,0.13513326755466254
1059,47103,0.126,0.187,0.106,0.214,0.3670000000000001,0.13519985207092494
1060,21059,0.055,0.057,0.122,0.236,0.531,0.1352996674053562
1061,26005,0.05,0.035,0.133,0.28300000000000003,0.5,0.13545478950557638
1062,47113,0.1,0.056,0.129,0.334,0.381,0.1355470398053753
1063,5145,0.026,0.054000000000000006,0.152,0.277,0.491,0.135613421164721
1064,39163,0.09,0.165,0.218,0.147,0.38,0.13572398461583715
1065,21031,0.066,0.097,0.133,0.17,0.535,0.13575713609236167
1066,39101,0.084,0.18,0.115,0.159,0.462,0.13577555008174336
1067,22087,0.035,0.075,0.136,0.23,0.524,0.13577555008174338
1068,19027,0.153,0.11,0.241,0.139,0.358,0.1357865972767563
1069,19001,0.073,0.128,0.128,0.307,0.364,0.13586390249069105
1070,21153,0.107,0.078,0.111,0.16399999999999998,0.54,0.1359448417557651
1071,12013,0.034,0.055,0.138,0.267,0.507,0.1360588108135596
1072,22055,0.062,0.083,0.105,0.217,0.5329999999999999,0.1362167390594856
1073,47021,0.018000000000000002,0.067,0.155,0.28,0.48,0.13624610086163935
1074,48155,0.045,0.101,0.23,0.147,0.477,0.1362607793901092
1075,21063,0.117,0.1,0.051,0.289,0.443,0.13626811806141595
1076,48337,0.041,0.08,0.129,0.22,0.529,0.13639648089302014
1077,27157,0.041,0.085,0.129,0.318,0.4270000000000001,0.13644412775931405
1078,55125,0.051,0.047,0.138,0.231,0.5329999999999999,0.13648076787591715
1079,8081,0.041,0.142,0.162,0.284,0.371,0.13651739815862296
1080,30051,0.188,0.146,0.16699999999999998,0.147,0.35200000000000004,0.13675891195823398
1081,39071,0.157,0.14400000000000002,0.068,0.162,0.468,0.13679912280420514
1082,19119,0.078,0.173,0.157,0.247,0.344,0.13680643259730152
1083,31111,0.103,0.145,0.123,0.287,0.341,0.1368137419998444
1084,48231,0.069,0.07200000000000001,0.08199999999999999,0.285,0.4920000000000001,0.13683201379794133
1085,54031,0.039,0.152,0.103,0.23,0.476,0.13694159338929865
1086,48365,0.027000000000000003,0.033,0.211,0.281,0.448,0.13696349878708566
1087,30015,0.196,0.135,0.171,0.152,0.34600000000000003,0.1369781004394498
1088,18117,0.096,0.086,0.073,0.315,0.43,0.13697810043944986
1089,28157,0.146,0.14300000000000002,0.075,0.155,0.481,0.13699270053546653
1090,13231,0.059,0.06,0.147,0.192,0.542,0.13707297326606735
1091,26041,0.058,0.023,0.17,0.217,0.532,0.13707297326606735
1092,21083,0.103,0.069,0.266,0.222,0.34,0.1370948576716136
1093,17137,0.05,0.062,0.177,0.17800000000000002,0.5329999999999999,0.13711673858431722
1094,28085,0.077,0.129,0.136,0.142,0.516,0.13713861600585012
1095,5075,0.085,0.128,0.153,0.298,0.337,0.13714226190347012
1096,54041,0.161,0.029,0.068,0.28800000000000003,0.454,0.1371531990148243
1097,48353,0.09,0.07200000000000001,0.108,0.187,0.544,0.13720058308914002
1098,48193,0.019,0.085,0.13699999999999998,0.267,0.493,0.13738267721950975
1099,21043,0.069,0.102,0.122,0.324,0.383,0.13739359519278913
1101,29119,0.152,0.145,0.08900000000000001,0.138,0.476,0.1374445342674637
1102,37033,0.06,0.035,0.199,0.179,0.527,0.1374445342674637
1103,5129,0.1,0.08800000000000001,0.125,0.149,0.5379999999999999,0.137546355822319
1104,27173,0.122,0.096,0.254,0.202,0.326,0.13754635582231906
1105,27007,0.094,0.155,0.225,0.185,0.34,0.1375936045025349
1106,40055,0.073,0.19,0.14800000000000002,0.225,0.365,0.13760087209025967
1107,1083,0.102,0.034,0.133,0.336,0.395,0.13764083696345356
1108,16013,0.155,0.107,0.102,0.13,0.506,0.13770620901034206
1109,51169,0.07400000000000001,0.124,0.121,0.157,0.523,0.13773162309360915
1110,38097,0.14400000000000002,0.115,0.205,0.233,0.303,0.13780783722270662
1111,20171,0.197,0.09,0.19,0.21,0.313,0.1379166414904307
1112,39155,0.054000000000000006,0.059,0.121,0.23,0.535,0.13812313347155145
1113,26071,0.046,0.068,0.126,0.227,0.5329999999999999,0.13815570925589715
1114,40065,0.021,0.127,0.14800000000000002,0.29100000000000004,0.411,0.1381991316904705
1115,21177,0.035,0.154,0.123,0.2,0.488,0.13830762813380898
1116,27161,0.07400000000000001,0.048,0.117,0.332,0.429,0.13848104563441166
1117,39111,0.04,0.14400000000000002,0.139,0.29100000000000004,0.386,0.13848826665100553
1118,5043,0.063,0.049,0.207,0.159,0.523,0.13851353724455964
1119,55023,0.202,0.033,0.11,0.158,0.4970000000000001,0.13851714695300366
1120,18063,0.054000000000000006,0.052000000000000005,0.113,0.257,0.523,0.1385424122786954
1121,46115,0.232,0.103,0.132,0.173,0.36,0.1387551800834837
1122,40061,0.146,0.09,0.203,0.258,0.303,0.13876959321119306
1123,47005,0.16899999999999998,0.109,0.206,0.21,0.306,0.1388488386699723
1124,21211,0.092,0.107,0.054000000000000006,0.261,0.487,0.13893883546366725
1125,27115,0.17800000000000002,0.14300000000000002,0.07400000000000001,0.242,0.364,0.13901079094804114
1126,8085,0.085,0.092,0.07400000000000001,0.314,0.436,0.1390323703315167
1127,1027,0.14800000000000002,0.158,0.195,0.16899999999999998,0.329,0.13936283579204325
1128,48005,0.121,0.064,0.079,0.2,0.536,0.13943098651304167
1129,47083,0.108,0.049,0.116,0.337,0.39,0.1394453297891328
1130,48253,0.064,0.079,0.121,0.193,0.5429999999999999,0.13945250087395344
1131,27023,0.108,0.106,0.244,0.224,0.318,0.13945250087395347
1132,29053,0.06,0.09,0.127,0.183,0.54,0.13948118152639807
1133,17123,0.048,0.083,0.133,0.198,0.5379999999999999,0.13949551964131315
1134,27153,0.097,0.198,0.146,0.196,0.363,0.13953135848260062
1135,26131,0.025,0.086,0.123,0.265,0.501,0.1396030085635693
1136,51077,0.141,0.065,0.07,0.196,0.527,0.13964956140282006
1137,51035,0.064,0.073,0.084,0.285,0.496,0.13970325694127536
1138,46129,0.14,0.14400000000000002,0.132,0.265,0.318,0.1397712416772492
1139,1047,0.095,0.1,0.159,0.122,0.524,0.13977481890526636
1140,41001,0.051,0.189,0.179,0.189,0.392,0.13979628035108801
1141,37173,0.079,0.061,0.086,0.247,0.528,0.13981416237277255
1142,19135,0.034,0.078,0.256,0.247,0.385,0.14012494424619765
1143,26151,0.078,0.112,0.077,0.21,0.522,0.14022125373851144
1144,13139,0.061,0.069,0.128,0.198,0.545,0.14024977718342374
1145,26155,0.116,0.046,0.065,0.297,0.475,0.14027829482853005
1146,27081,0.11,0.078,0.203,0.292,0.317,0.14028898745090435
1147,13319,0.039,0.062,0.141,0.224,0.534,0.14033174979312418
1149,48425,0.027000000000000003,0.161,0.133,0.201,0.477,0.14057738082636198
1150,6103,0.057,0.062,0.141,0.195,0.545,0.14061649974309562
1151,37097,0.08,0.051,0.106,0.219,0.544,0.14067338056647394
1152,26133,0.07,0.073,0.08900000000000001,0.238,0.531,0.14081903280451832
1153,30063,0.091,0.2,0.128,0.209,0.3720000000000001,0.14082258341615522
1154,47147,0.187,0.069,0.081,0.159,0.504,0.1408651837751259
1155,27135,0.077,0.151,0.211,0.234,0.327,0.14124092891226678
1156,27141,0.064,0.175,0.175,0.239,0.34600000000000003,0.14125154866407658
1157,47159,0.08800000000000001,0.091,0.202,0.113,0.507,0.1414213562373095
1158,40115,0.154,0.13,0.229,0.151,0.337,0.1414284271283535
1159,47027,0.099,0.105,0.264,0.126,0.406,0.14148851543499918
1160,27067,0.109,0.107,0.182,0.29,0.312,0.1415026501518611
1161,28013,0.07400000000000001,0.161,0.092,0.179,0.494,0.14155211054590466
1162,21157,0.061,0.083,0.28,0.18,0.395,0.1417250859939764
1163,20157,0.183,0.073,0.076,0.295,0.373,0.14182735984287373
1164,56007,0.044,0.13699999999999998,0.087,0.278,0.454,0.14189785058273435
1165,48181,0.064,0.063,0.095,0.247,0.53,0.14204224723651768
1166,5117,0.062,0.17,0.103,0.273,0.391,0.14207744367069672
1167,46067,0.129,0.163,0.199,0.188,0.321,0.1421161496804638
1168,48487,0.046,0.081,0.171,0.168,0.535,0.14231654858097148
1169,49057,0.066,0.08900000000000001,0.07200000000000001,0.287,0.486,0.14262187770464949
1170,17191,0.086,0.142,0.128,0.3,0.345,0.14265342617687105
1171,19121,0.01,0.102,0.136,0.268,0.484,0.14271299870719556
1172,13201,0.064,0.056,0.182,0.159,0.539,0.14292305622257034
1173,48035,0.031,0.154,0.102,0.248,0.465,0.14309786860746745
1174,18065,0.183,0.14800000000000002,0.125,0.111,0.434,0.14312931216211444
1175,18183,0.061,0.18600000000000005,0.132,0.16,0.46,0.14314328485821473
1176,39099,0.046,0.099,0.099,0.231,0.525,0.14318868670394325
1177,18163,0.07,0.039,0.115,0.234,0.542,0.14330038380967447
1178,28073,0.087,0.045,0.08,0.27,0.517,0.14333875958721007
