,YEAR,COUNTY,pct_18_29
1139,12,Washington Illinois,1.5003960538633254
1151,12,Wayne Illinois,1.4936170212765958
1163,12,White Illinois,1.490433626357391
1175,12,Whiteside Illinois,1.494825555052107
1187,12,Will Illinois,1.4961961250421647
1199,12,Williamson Illinois,1.4978452482844573
1211,12,Winnebago Illinois,1.4877659499171894
1223,12,Woodford Illinois,1.4998829922774903
11,12,Adams Indiana,1.4996226626044666
23,12,Allen Indiana,1.4892762701720805
35,12,Bartholomew Indiana,1.5034555198796835
47,12,Benton Indiana,1.4987425697302241
59,12,Blackford Indiana,1.4897941826841299
71,12,Boone Indiana,1.4971330866854355
83,12,Brown Indiana,1.493904055128545
95,12,Carroll Indiana,1.5031840845139952
107,12,Cass Indiana,1.4996152723606357
119,12,Clark Indiana,1.4873713039509053
131,12,Clay Indiana,1.4963965681601525
143,12,Clinton Indiana,1.4978240069137936
155,12,Crawford Indiana,1.5093126595442943
167,12,Daviess Indiana,1.5045425924260143
179,12,Dearborn Indiana,1.496906466092442
191,12,Decatur Indiana,1.4969313603674836
203,12,DeKalb Indiana,1.4960552041403106
215,12,Delaware Indiana,1.4818504402681036
227,12,Dubois Indiana,1.5016145638337701
239,12,Elkhart Indiana,1.494075341303958
251,12,Fayette Indiana,1.493507055666176
263,12,Floyd Indiana,1.4854945110924327
275,12,Fountain Indiana,1.4987152820261838
287,12,Franklin Indiana,1.4979787327533176
299,12,Fulton Indiana,1.49894863322319
311,12,Gibson Indiana,1.5019459877001693
323,12,Grant Indiana,1.4785385211877937
335,12,Greene Indiana,1.4997807154940166
347,12,Hamilton Indiana,1.4883509708263931
359,12,Hancock Indiana,1.4926056698393204
371,12,Harrison Indiana,1.500357892138714
383,12,Hendricks Indiana,1.4998091726312452
395,12,Henry Indiana,1.5218252313849745
407,12,Howard Indiana,1.485583446404342
419,12,Huntington Indiana,1.4946056955093099
431,12,Jackson Indiana,1.5001243471773191
443,12,Jasper Indiana,1.4973481914069484
455,12,Jay Indiana,1.4997553337247993
467,12,Jefferson Indiana,1.4800359044199578
479,12,Jennings Indiana,1.5005228051198847
491,12,Johnson Indiana,1.4932697718234524
503,12,Knox Indiana,1.5059026069847516
515,12,Kosciusko Indiana,1.4999874144180427
527,12,LaGrange Indiana,1.5076488110264048
539,12,Lake Indiana,1.4838875122813304
551,12,LaPorte Indiana,1.515342894583576
563,12,Lawrence Indiana,1.4951289398280803
575,12,Madison Indiana,1.5004978042587347
587,12,Marion Indiana,1.4820803208021713
599,12,Marshall Indiana,1.4976652687102772
611,12,Martin Indiana,1.5066796684544126
623,12,Miami Indiana,1.5382926005180764
635,12,Monroe Indiana,1.4967089085164151
647,12,Montgomery Indiana,1.5082163910480464
659,12,Morgan Indiana,1.496886038956433
671,12,Newton Indiana,1.5044336384439359
683,12,Noble Indiana,1.5013823726541555
695,12,Ohio Indiana,1.4968510638297872
707,12,Orange Indiana,1.4994909905324239
719,12,Owen Indiana,1.500985624308861
731,12,Parke Indiana,1.4705673968235224
743,12,Perry Indiana,1.538160571756482
755,12,Pike Indiana,1.4979417224957623
767,12,Porter Indiana,1.4945448356407984
779,12,Posey Indiana,1.49982302277107
791,12,Pulaski Indiana,1.51234517930867
803,12,Putnam Indiana,1.5238982329146264
815,12,Randolph Indiana,1.4916278126900466
827,12,Ripley Indiana,1.4978110436379042
839,12,Rush Indiana,1.4920089258790181
851,12,St. Joseph Indiana,1.4869879996762634
863,12,Scott Indiana,1.4901352992920873
875,12,Shelby Indiana,1.496881218001744
887,12,Spencer Indiana,1.5043645509690782
899,12,Starke Indiana,1.4990650141335073
911,12,Steuben Indiana,1.50650401803781
923,12,Sullivan Indiana,1.544632057670908
935,12,Switzerland Indiana,1.5154869314482373
947,12,Tippecanoe Indiana,1.511158114156091
959,12,Tipton Indiana,1.498085555848957
971,12,Union Indiana,1.4940459313864474
983,12,Vanderburgh Indiana,1.4847148817036004
995,12,Vermillion Indiana,1.499096657633243
1007,12,Vigo Indiana,1.5054466638016406
1019,12,Wabash Indiana,1.4854497354497354
1031,12,Warren Indiana,1.4963097398669087
1043,12,Warrick Indiana,1.4905870027619925
1055,12,Washington Indiana,1.49889427878442
1067,12,Wayne Indiana,1.48374415639609
1079,12,Wells Indiana,1.493603336160588
1091,12,White Indiana,1.4979254833623765
1103,12,Whitley Indiana,1.498704510658344
11,12,Adair Iowa,1.4980425055928412
23,12,Adams Iowa,1.4994447529150472
35,12,Allamakee Iowa,1.5104113392270038
47,12,Appanoose Iowa,1.495090938355062
59,12,Audubon Iowa,1.4865356622998545
71,12,Benton Iowa,1.4995905634626634
83,12,Black Hawk Iowa,1.4924558783186515
95,12,Boone Iowa,1.506556377220401
107,12,Bremer Iowa,1.494772963051632
119,12,Buchanan Iowa,1.496198347107438
131,12,Buena Vista Iowa,1.5043832823649337
143,12,Butler Iowa,1.4972643534870835
155,12,Calhoun Iowa,1.5186181216383947
167,12,Carroll Iowa,1.494867344408629
179,12,Cass Iowa,1.4914303521346213
191,12,Cedar Iowa,1.497772051323348
203,12,Cerro Gordo Iowa,1.4896113074204946
215,12,Cherokee Iowa,1.5004005340453939
227,12,Chickasaw Iowa,1.5028073409871785
239,12,Clarke Iowa,1.5099521021820117
251,12,Clay Iowa,1.4916333666333665
263,12,Clayton Iowa,1.5069804547267651
275,12,Clinton Iowa,1.490792392685606
287,12,Crawford Iowa,1.5099286563614744
299,12,Dallas Iowa,1.4928252704568072
311,12,Davis Iowa,1.4963333333333333
323,12,Decatur Iowa,1.5033036848792884
335,12,Delaware Iowa,1.5066133678208218
347,12,Des Moines Iowa,1.487130135755896
359,12,Dickinson Iowa,1.4972186811913315
371,12,Dubuque Iowa,1.493438562957939
383,12,Emmet Iowa,1.504018245004344
395,12,Fayette Iowa,1.5036132315521629
407,12,Floyd Iowa,1.4937348165196267
419,12,Franklin Iowa,1.5063555114200595
431,12,Fremont Iowa,1.5030172413793104
443,12,Greene Iowa,1.4947119711971197
455,12,Grundy Iowa,1.4954218443427076
467,12,Guthrie Iowa,1.4995790064552343
479,12,Hamilton Iowa,1.4956339267582752
491,12,Hancock Iowa,1.5025399811853246
503,12,Hardin Iowa,1.5016027543630535
515,12,Harrison Iowa,1.503309844117019
527,12,Henry Iowa,1.5156359627142428
539,12,Howard Iowa,1.4992356409696441
551,12,Humboldt Iowa,1.4926762921113204
563,12,Ida Iowa,1.4973760932944606
575,12,Iowa Iowa,1.5009886307464162
587,12,Jackson Iowa,1.5002829363650394
599,12,Jasper Iowa,1.5112276455560039
611,12,Jefferson Iowa,1.5479639245695545
623,12,Johnson Iowa,1.495500860129681
635,12,Jones Iowa,1.5189304192253759
647,12,Keokuk Iowa,1.5045871559633028
659,12,Kossuth Iowa,1.5040842503206642
671,12,Lee Iowa,1.5035802359093204
683,12,Linn Iowa,1.492951223170097
695,12,Louisa Iowa,1.510013593112823
707,12,Lucas Iowa,1.511860465116279
719,12,Lyon Iowa,1.5078689919183326
731,12,Madison Iowa,1.5020198310686743
743,12,Mahaska Iowa,1.5078524553066304
755,12,Marion Iowa,1.4993534417947252
767,12,Marshall Iowa,1.5053722471995732
779,12,Mills Iowa,1.5028790786948176
791,12,Mitchell Iowa,1.4972605327791422
803,12,Monona Iowa,1.4845037724898433
815,12,Monroe Iowa,1.496691319579603
827,12,Montgomery Iowa,1.4852273873147122
839,12,Muscatine Iowa,1.5005390961935121
851,12,O'Brien Iowa,1.5015632952810296
863,12,Osceola Iowa,1.507720711648204
875,12,Page Iowa,1.5306811411928245
887,12,Palo Alto Iowa,1.4977492685122664
899,12,Plymouth Iowa,1.4983913889661198
911,12,Pocahontas Iowa,1.4970539356398247
935,12,Pottawattamie Iowa,1.4929403686457954
947,12,Poweshiek Iowa,1.4859489840034588
959,12,Ringgold Iowa,1.4959133633020025
971,12,Sac Iowa,1.4939821006069334
983,12,Scott Iowa,1.4910404005944156
995,12,Shelby Iowa,1.4957220185088178
1007,12,Sioux Iowa,1.5027112322478842
1019,12,Story Iowa,1.5223802217943305
1031,12,Tama Iowa,1.5013053281120208
1043,12,Taylor Iowa,1.5100473778794314
1055,12,Union Iowa,1.4877052528388204
1067,12,Van Buren Iowa,1.5150482680295287
1079,12,Wapello Iowa,1.498784637822071
1091,12,Warren Iowa,1.4932188240780322
1103,12,Washington Iowa,1.492601866605964
1115,12,Wayne Iowa,1.496972519795063
1127,12,Webster Iowa,1.5171011586452763
1139,12,Winnebago Iowa,1.4934324898589917
1151,12,Winneshiek Iowa,1.4980241108498824
1175,12,Worth Iowa,1.5072483403332881
1187,12,Wright Iowa,1.5026269702276707
11,12,Allen Kansas,1.4922790848087961
23,12,Anderson Kansas,1.4969457877322474
35,12,Atchison Kansas,1.4857836122690227
47,12,Barber Kansas,1.5129884797831488
59,12,Barton Kansas,1.4954420264556423
71,12,Bourbon Kansas,1.4927755607540938
83,12,Brown Kansas,1.4936219155165202
95,12,Butler Kansas,1.5026677227959528
107,12,Chase Kansas,1.5139728096676737
119,12,Chautauqua Kansas,1.5092307692307692
131,12,Cherokee Kansas,1.4935051908320378
143,12,Cheyenne Kansas,1.5035754610462928
155,12,Clark Kansas,1.493480441323972
167,12,Clay Kansas,1.496125968507873
179,12,Cloud Kansas,1.496130207147735
191,12,Coffey Kansas,1.4941924440640666
203,12,Comanche Kansas,1.4870588235294118
215,12,Cowley Kansas,1.5028360261258165
227,12,Crawford Kansas,1.4990725951877995
239,12,Decatur Kansas,1.5015917934205871
251,12,Dickinson Kansas,1.5010289180114806
263,12,Doniphan Kansas,1.5046052631578948
275,12,Douglas Kansas,1.4977465871633173
287,12,Edwards Kansas,1.5132237312365975
299,12,Elk Kansas,1.5023715415019763
311,12,Ellis Kansas,1.5035547928413826
323,12,Ellsworth Kansas,1.5670272041953457
335,12,Finney Kansas,1.5158088134477747
347,12,Ford Kansas,1.5192896873791606
359,12,Franklin Kansas,1.498825555903539
371,12,Geary Kansas,1.523523839595832
383,12,Gove Kansas,1.5
395,12,Graham Kansas,1.4903303787268332
407,12,Grant Kansas,1.5027972027972027
419,12,Gray Kansas,1.506012024048096
431,12,Greeley Kansas,1.4886363636363635
443,12,Greenwood Kansas,1.498328318288198
455,12,Hamilton Kansas,1.5218589996061442
467,12,Harper Kansas,1.5
479,12,Harvey Kansas,1.4926370211159197
491,12,Haskell Kansas,1.5032762096774193
503,12,Hodgeman Kansas,1.5117056856187292
515,12,Jackson Kansas,1.501860147293296
527,12,Jefferson Kansas,1.508218242923909
539,12,Jewell Kansas,1.5123306703716568
563,12,Kearny Kansas,1.4960917144346013
575,12,Kingman Kansas,1.4986017897091723
587,12,Kiowa Kansas,1.4937373737373738
599,12,Labette Kansas,1.4995922112345805
611,12,Lane Kansas,1.5035830618892507
623,12,Leavenworth Kansas,1.533060984857751
635,12,Lincoln Kansas,1.50101282916948
647,12,Linn Kansas,1.5074719159022982
659,12,Logan Kansas,1.4989262705798139
671,12,Lyon Kansas,1.4856153035095647
683,12,McPherson Kansas,1.4915913390792517
695,12,Marion Kansas,1.4967182766745204
707,12,Marshall Kansas,1.4973730297723293
719,12,Meade Kansas,1.5092982891148028
731,12,Miami Kansas,1.4984081549201156
743,12,Mitchell Kansas,1.5042649272453588
755,12,Montgomery Kansas,1.4968110842313613
767,12,Morris Kansas,1.5010676156583629
779,12,Morton Kansas,1.5013529184383456
791,12,Nemaha Kansas,1.50571791613723
803,12,Neosho Kansas,1.4970950209283438
815,12,Ness Kansas,1.4872727272727273
827,12,Norton Kansas,1.557358701734751
839,12,Osage Kansas,1.5010345476205404
851,12,Osborne Kansas,1.5080385852090032
863,12,Ottawa Kansas,1.5192847124824684
875,12,Pawnee Kansas,1.5617399438727784
887,12,Phillips Kansas,1.4973251815055406
899,12,Pottawatomie Kansas,1.4970266169052209
911,12,Pratt Kansas,1.4967263203841117
923,12,Rawlins Kansas,1.5059288537549407
935,12,Reno Kansas,1.5025000806477629
947,12,Republic Kansas,1.4978429680759275
959,12,Rice Kansas,1.5015203942539583
971,12,Riley Kansas,1.529636814311887
983,12,Rooks Kansas,1.4871951219512196
995,12,Rush Kansas,1.5111989459815547
1007,12,Russell Kansas,1.492269544924154
1019,12,Saline Kansas,1.49625627028622
1031,12,Scott Kansas,1.5040431266846361
1043,12,Sedgwick Kansas,1.4940838148832847
1055,12,Seward Kansas,1.5116669777860743
1067,12,Shawnee Kansas,1.483895406360424
1079,12,Sheridan Kansas,1.5053550178500594
1091,12,Sherman Kansas,1.4997464931553153
1103,12,Smith Kansas,1.5034886966229417
1115,12,Stafford Kansas,1.5067372473532243
1127,12,Stanton Kansas,1.4990029910269191
1139,12,Stevens Kansas,1.4922515952597994
1151,12,Sumner Kansas,1.501401296198984
1163,12,Thomas Kansas,1.487977369165488
1175,12,Trego Kansas,1.5087406350338923
1187,12,Wabaunsee Kansas,1.5121916029432982
1199,12,Wallace Kansas,1.5006587615283267
1211,12,Washington Kansas,1.5085090640029597
1223,12,Wichita Kansas,1.517697026899481
1235,12,Wilson Kansas,1.4952492668621702
1247,12,Woodson Kansas,1.5022307202039515
1259,12,Wyandotte Kansas,1.4977966378325445
11,12,Adair Kentucky,1.498385584834913
23,12,Allen Kentucky,1.4961294862772696
35,12,Anderson Kentucky,1.489646986415791
47,12,Ballard Kentucky,1.497210953346856
59,12,Barren Kentucky,1.484033537481073
71,12,Bath Kentucky,1.49416
83,12,Bell Kentucky,1.4895897357098955
95,12,Boone Kentucky,1.4952875034623188
107,12,Bourbon Kentucky,1.4887810794420862
119,12,Boyd Kentucky,1.496553790830087
131,12,Boyle Kentucky,1.498502994011976
143,12,Bracken Kentucky,1.5007828495724438
155,12,Breathitt Kentucky,1.4997624703087886
167,12,Breckinridge Kentucky,1.5014406407188552
179,12,Bullitt Kentucky,1.4970738038101767
191,12,Butler Kentucky,1.5015140927090613
203,12,Caldwell Kentucky,1.485447556287754
215,12,Calloway Kentucky,1.4857311350991
227,12,Campbell Kentucky,1.4906501111301078
239,12,Carlisle Kentucky,1.4953781512605042
251,12,Carroll Kentucky,1.5027749035838585
263,12,Carter Kentucky,1.4925551367690413
275,12,Casey Kentucky,1.486973203787363
287,12,Christian Kentucky,1.5301372390400363
299,12,Clark Kentucky,1.4881559716515456
311,12,Clay Kentucky,1.5217828249836691
323,12,Clinton Kentucky,1.490996281072617
335,12,Crittenden Kentucky,1.5035203270497388
347,12,Cumberland Kentucky,1.487753250680375
359,12,Daviess Kentucky,1.4883904207425795
371,12,Edmonson Kentucky,1.5062551440329217
383,12,Elliott Kentucky,1.569775176267128
395,12,Estill Kentucky,1.4938324117396853
407,12,Fayette Kentucky,1.4894415012130515
419,12,Fleming Kentucky,1.4894726013304986
431,12,Floyd Kentucky,1.4878473685689397
443,12,Franklin Kentucky,1.483438253809496
455,12,Fulton Kentucky,1.5012564918746858
467,12,Gallatin Kentucky,1.5074980268350433
479,12,Garrard Kentucky,1.492924261292879
491,12,Grant Kentucky,1.5004986237983167
503,12,Graves Kentucky,1.489078516610315
515,12,Grayson Kentucky,1.5022893253112348
527,12,Green Kentucky,1.490997166620967
539,12,Greenup Kentucky,1.487036298364579
551,12,Hancock Kentucky,1.5142169227241458
563,12,Hardin Kentucky,1.4988914724490348
575,12,Harlan Kentucky,1.478239138792772
587,12,Harrison Kentucky,1.490627978396696
599,12,Hart Kentucky,1.4919359075387444
611,12,Henderson Kentucky,1.4831010838310108
623,12,Henry Kentucky,1.4947290090537022
635,12,Hickman Kentucky,1.471689497716895
647,12,Hopkins Kentucky,1.4875576243118651
659,12,Jackson Kentucky,1.498011853852502
671,12,Jefferson Kentucky,1.4833434843111963
683,12,Jessamine Kentucky,1.486112907696572
695,12,Johnson Kentucky,1.4913016044708851
707,12,Kenton Kentucky,1.4948981424927246
719,12,Knott Kentucky,1.4935161421045522
731,12,Knox Kentucky,1.48771873494943
743,12,Larue Kentucky,1.4938880400055563
755,12,Laurel Kentucky,1.4904543436436288
767,12,Lawrence Kentucky,1.494940262453483
779,12,Lee Kentucky,1.5597730649736594
791,12,Leslie Kentucky,1.4995443960716817
803,12,Letcher Kentucky,1.4887022688256855
815,12,Lewis Kentucky,1.4987570621468926
827,12,Lincoln Kentucky,1.4903662063627847
839,12,Livingston Kentucky,1.4911899064607352
851,12,Logan Kentucky,1.4945760460482622
863,12,Lyon Kentucky,1.5602923264311814
875,12,McCracken Kentucky,1.4798220673209208
887,12,McCreary Kentucky,1.5455284081016771
899,12,McLean Kentucky,1.4915824915824916
911,12,Madison Kentucky,1.4853043973888824
923,12,Magoffin Kentucky,1.5007811857577502
935,12,Marion Kentucky,1.496393918953977
947,12,Marshall Kentucky,1.4909324758842444
959,12,Martin Kentucky,1.552925413130862
971,12,Mason Kentucky,1.4874048037492678
983,12,Meade Kentucky,1.506894862102758
995,12,Menifee Kentucky,1.5063954384342735
1007,12,Mercer Kentucky,1.4897642821319472
1019,12,Metcalfe Kentucky,1.4941912421805184
1031,12,Monroe Kentucky,1.4975586854460095
1043,12,Montgomery Kentucky,1.4882267286997906
1055,12,Morgan Kentucky,1.5742730483131715
1067,12,Muhlenberg Kentucky,1.5103520344850108
1079,12,Nelson Kentucky,1.4938463867800056
1091,12,Nicholas Kentucky,1.4933278305131379
1103,12,Ohio Kentucky,1.5012503125781445
1115,12,Oldham Kentucky,1.5222233865776433
1127,12,Owen Kentucky,1.499220255022475
1139,12,Owsley Kentucky,1.4930917327293318
1151,12,Pendleton Kentucky,1.5111034955448939
1163,12,Perry Kentucky,1.4946036182933458
1175,12,Pike Kentucky,1.488388969521045
1187,12,Powell Kentucky,1.4959948215875072
1199,12,Pulaski Kentucky,1.4879730374428661
1211,12,Robertson Kentucky,1.5028462998102468
1223,12,Rockcastle Kentucky,1.4908655286013777
1235,12,Rowan Kentucky,1.4816843826655766
1247,12,Russell Kentucky,1.4917703509457123
1259,12,Scott Kentucky,1.4923514139358642
1271,12,Shelby Kentucky,1.4874755221932114
1283,12,Simpson Kentucky,1.4910079689855698
1295,12,Spencer Kentucky,1.507105575939228
1307,12,Taylor Kentucky,1.4889984089409756
1319,12,Todd Kentucky,1.497559785261103
1331,12,Trigg Kentucky,1.4974404477510068
1343,12,Trimble Kentucky,1.5018297721638532
1355,12,Union Kentucky,1.5231903205618524
1367,12,Warren Kentucky,1.4898266313508308
1379,12,Washington Kentucky,1.494915254237288
1391,12,Wayne Kentucky,1.4979589829341464
1403,12,Webster Kentucky,1.495209395765724
1415,12,Whitley Kentucky,1.4919479373483344
1427,12,Wolfe Kentucky,1.4894508872432584
1439,12,Woodford Kentucky,1.4797635969177827
11,12,Acadia Louisiana,1.4893061487629946
23,12,Allen Louisiana,1.5652631989698365
35,12,Ascension Louisiana,1.4924646930586711
47,12,Assumption Louisiana,1.4863642592846376
59,12,Avoyelles Louisiana,1.503462534874452
71,12,Beauregard Louisiana,1.5095874336613595
83,12,Bienville Louisiana,1.4786647534174155
95,12,Bossier Louisiana,1.4937381434047812
107,12,Caddo Louisiana,1.4725067026360927
119,12,Calcasieu Louisiana,1.4891022237951985
131,12,Caldwell Louisiana,1.5141157491429724
143,12,Cameron Louisiana,1.4936182417897605
155,12,Catahoula Louisiana,1.5270697282494208
167,12,Claiborne Louisiana,1.5685386088066369
179,12,Concordia Louisiana,1.5086453086868477
191,12,De Soto Louisiana,1.482540144922259
203,12,East Baton Rouge Louisiana,1.4767201670685066
215,12,East Carroll Louisiana,1.5426322693484915
227,12,East Feliciana Louisiana,1.545649333681735
239,12,Evangeline Louisiana,1.5097769127114837
251,12,Franklin Louisiana,1.4862353235073695
263,12,Grant Louisiana,1.560677118227701
275,12,Iberia Louisiana,1.4892166690534154
287,12,Iberville Louisiana,1.503644920180862
299,12,Jackson Louisiana,1.5136559959349594
311,12,Jefferson Louisiana,1.4830251587886971
323,12,Jefferson Davis Louisiana,1.4904679928589646
335,12,Lafayette Louisiana,1.4857318220876468
347,12,Lafourche Louisiana,1.490564877988813
359,12,LaSalle Louisiana,1.5203464947622884
371,12,Lincoln Louisiana,1.4865645458046297
383,12,Livingston Louisiana,1.4919986646684045
395,12,Madison Louisiana,1.4957538124372203
407,12,Morehouse Louisiana,1.478853421243065
419,12,Natchitoches Louisiana,1.4816552230200744
431,12,Orleans Louisiana,1.4723948080708662
443,12,Ouachita Louisiana,1.4783042686865129
455,12,Plaquemines Louisiana,1.5048928740785446
467,12,Pointe Coupee Louisiana,1.4796134376438104
479,12,Rapides Louisiana,1.4837945822534864
491,12,Red River Louisiana,1.4790334044065387
503,12,Richland Louisiana,1.487824271941159
515,12,Sabine Louisiana,1.4950175849941383
527,12,St. Bernard Louisiana,1.4902209804419608
539,12,St. Charles Louisiana,1.4896421845574388
551,12,St. Helena Louisiana,1.4790761942360837
563,12,St. James Louisiana,1.4817500948047022
575,12,St. John the Baptist Louisiana,1.4879660106916917
587,12,St. Landry Louisiana,1.481807997662072
599,12,St. Martin Louisiana,1.4910445247141173
611,12,St. Mary Louisiana,1.493130420685742
623,12,St. Tammany Louisiana,1.4862586831221993
635,12,Tangipahoa Louisiana,1.4848320693391115
647,12,Tensas Louisiana,1.4923857868020305
659,12,Terrebonne Louisiana,1.4923547677460822
671,12,Union Louisiana,1.4955672154876063
683,12,Vermilion Louisiana,1.4828183024986976
695,12,Vernon Louisiana,1.5257753694996732
707,12,Washington Louisiana,1.4943282677403993
719,12,Webster Louisiana,1.4873500260824204
731,12,West Baton Rouge Louisiana,1.4922728131494427
743,12,West Carroll Louisiana,1.5066481994459833
755,12,West Feliciana Louisiana,1.649665981500514
767,12,Winn Louisiana,1.5356012658227849
11,12,Androscoggin Maine,1.489780839882893
23,12,Aroostook Maine,1.4944746849601074
35,12,Cumberland Maine,1.484456090277048
47,12,Franklin Maine,1.4914070002317958
59,12,Hancock Maine,1.4848236855984143
71,12,Kennebec Maine,1.4871874540072934
83,12,Knox Maine,1.4959016393442623
95,12,Lincoln Maine,1.4895767165213374
107,12,Oxford Maine,1.494333764553687
119,12,Penobscot Maine,1.4956752635591661
131,12,Piscataquis Maine,1.499910634495085
143,12,Sagadahoc Maine,1.4863063364569389
155,12,Somerset Maine,1.4971476111243167
167,12,Waldo Maine,1.493667380083092
179,12,Washington Maine,1.48975429427324
191,12,York Maine,1.4877167804046407
11,12,Allegany Maryland,1.5210747557373325
23,12,Anne Arundel Maryland,1.4945669625747107
35,12,Baltimore Maryland,1.4734701524106506
47,12,Calvert Maryland,1.4955201296946772
59,12,Caroline Maryland,1.4891336885589415
71,12,Carroll Maryland,1.494535373144075
83,12,Cecil Maryland,1.4953478197462446
95,12,Charles Maryland,1.481951769296263
107,12,Dorchester Maryland,1.4745842337686743
119,12,Frederick Maryland,1.492735419789094
131,12,Garrett Maryland,1.4936927000758256
143,12,Harford Maryland,1.4898430557349838
155,12,Howard Maryland,1.4892873591451994
167,12,Kent Maryland,1.4808464627741735
179,12,Montgomery Maryland,1.4835469711274898
191,12,Prince George's Maryland,1.4806004880532526
203,12,Queen Anne's Maryland,1.4964173001726842
215,12,St. Mary's Maryland,1.5000969077614308
227,12,Somerset Maryland,1.541029044347283
239,12,Talbot Maryland,1.473306258572927
251,12,Washington Maryland,1.5088282610278785
263,12,Wicomico Maryland,1.4732696966479746
275,12,Worcester Maryland,1.4845627056392992
11,12,Barnstable Massachusetts,1.4779144560777502
23,12,Berkshire Massachusetts,1.4834645921372775
35,12,Bristol Massachusetts,1.4837540272143266
47,12,Dukes Massachusetts,1.4930186937456726
59,12,Essex Massachusetts,1.4820197862196052
71,12,Franklin Massachusetts,1.486905101168424
83,12,Hampden Massachusetts,1.4829878294580292
95,12,Hampshire Massachusetts,1.4664676988124106
107,12,Middlesex Massachusetts,1.4898836569359415
119,12,Nantucket Massachusetts,1.513729274497763
131,12,Norfolk Massachusetts,1.4814304410880408
143,12,Plymouth Massachusetts,1.4858787955533554
155,12,Suffolk Massachusetts,1.4827797245203735
167,12,Worcester Massachusetts,1.4931364688149362
11,12,Alcona Michigan,1.5029312830370014
23,12,Alger Michigan,1.5528107158541942
35,12,Allegan Michigan,1.4996570150998043
47,12,Alpena Michigan,1.494032740714663
59,12,Antrim Michigan,1.497513291030698
71,12,Arenac Michigan,1.503527514613989
83,12,Baraga Michigan,1.5508588134973809
95,12,Barry Michigan,1.504289195775792
107,12,Bay Michigan,1.490923724376006
119,12,Benzie Michigan,1.498930541483733
131,12,Berrien Michigan,1.4891884668287692
143,12,Branch Michigan,1.517590826573523
155,12,Calhoun Michigan,1.4901646553716112
167,12,Cass Michigan,1.5024620078398054
179,12,Charlevoix Michigan,1.494549210113606
191,12,Cheboygan Michigan,1.4991296091153663
203,12,Chippewa Michigan,1.5543655787303543
215,12,Clare Michigan,1.50016155088853
227,12,Clinton Michigan,1.4928199007475345
239,12,Crawford Michigan,1.5105139354194883
251,12,Delta Michigan,1.496702436843282
263,12,Dickinson Michigan,1.5029517809738897
275,12,Eaton Michigan,1.4914571770595277
287,12,Emmet Michigan,1.4940894807721083
299,12,Genesee Michigan,1.4822442849292654
311,12,Gladwin Michigan,1.505206491414201
323,12,Gogebic Michigan,1.5074060822898032
335,12,Grand Traverse Michigan,1.4887740632519766
347,12,Gratiot Michigan,1.5385276706541229
359,12,Hillsdale Michigan,1.498848810437452
371,12,Houghton Michigan,1.5406064342562493
383,12,Huron Michigan,1.4956909073302993
395,12,Ingham Michigan,1.4871856254659617
407,12,Ionia Michigan,1.5397622764579502
419,12,Iosco Michigan,1.4962391053448483
431,12,Iron Michigan,1.4988252304355685
443,12,Isabella Michigan,1.4860459125257615
455,12,Jackson Michigan,1.5110276954135387
467,12,Kalamazoo Michigan,1.488957467196849
479,12,Kalkaska Michigan,1.511143142255239
491,12,Kent Michigan,1.4932803616686074
503,12,Keweenaw Michigan,1.511342155009452
515,12,Lake Michigan,1.5051885598582637
527,12,Lapeer Michigan,1.5070827673587728
539,12,Leelanau Michigan,1.4926703736041542
551,12,Lenawee Michigan,1.5049415445246874
563,12,Livingston Michigan,1.5010286726216828
575,12,Luce Michigan,1.5956012200995344
587,12,Mackinac Michigan,1.5081026020927863
599,12,Macomb Michigan,1.48698928569794
611,12,Manistee Michigan,1.5155957325515108
623,12,Marquette Michigan,1.5033058966401296
635,12,Mason Michigan,1.495436453472413
647,12,Mecosta Michigan,1.5030032448852784
659,12,Menominee Michigan,1.5068920105355574
671,12,Midland Michigan,1.4950935590937515
683,12,Missaukee Michigan,1.5040349252546634
695,12,Monroe Michigan,1.4937408637873755
707,12,Montcalm Michigan,1.5168732782369145
719,12,Montmorency Michigan,1.5108276157804459
731,12,Muskegon Michigan,1.4952006729428575
743,12,Newaygo Michigan,1.5034299714169048
755,12,Oakland Michigan,1.490427677196911
767,12,Oceana Michigan,1.5058752408659841
779,12,Ogemaw Michigan,1.4983569081297328
791,12,Ontonagon Michigan,1.5111888111888112
803,12,Osceola Michigan,1.5030264279624894
815,12,Oscoda Michigan,1.5108603324839218
827,12,Otsego Michigan,1.497365007296903
839,12,Ottawa Michigan,1.4942774903197067
851,12,Presque Isle Michigan,1.4977763659466328
863,12,Roscommon Michigan,1.5011032932261958
875,12,Saginaw Michigan,1.4858690346858123
887,12,St. Clair Michigan,1.4971532351314665
899,12,St. Joseph Michigan,1.5004100780788663
911,12,Sanilac Michigan,1.499004129220306
923,12,Schoolcraft Michigan,1.4917222634049914
935,12,Shiawassee Michigan,1.4959190863450869
947,12,Tuscola Michigan,1.5030912048999905
959,12,Van Buren Michigan,1.496504882593126
971,12,Washtenaw Michigan,1.4956216114754857
983,12,Wayne Michigan,1.4815899454823898
995,12,Wexford Michigan,1.5017394665635873
11,12,Aitkin Minnesota,1.505476520206471
35,12,Becker Minnesota,1.4987363100252737
47,12,Beltrami Minnesota,1.4993430533186403
59,12,Benton Minnesota,1.499767663674827
